pop2024,pop2020,growth,name,aland_sqmi,intptlat,intptlong,slug,usps,lsad,lng,lat,type,rank,density
165,171,-0.01198,Lisbon,13.124,32.7894,-92.8672,lisbon-la,LA,4,-92.8672,32.7894,Village,444,13
163,219,-0.0791,Cameron,11.427,29.7952,-93.2915,cameron-la,LA,5,-93.2915,29.7952,CDP,445,14
161,235,-0.10056,Belmont,10.031,31.7182,-93.5082,belmont-la,LA,5,-93.5082,31.7182,CDP,446,16
160,72,0.15942,Delacroix,0.221,29.7624,-89.7895,delacroix-la,LA,5,-89.7895,29.7624,CDP,447,724
158,320,-0.16402,Triumph,2.784,29.3395,-89.4816,triumph-la,LA,5,-89.4816,29.3395,CDP,448,57
157,171,-0.02484,Bonita,1.349,32.9205,-91.6751,bonita-la,LA,4,-91.6751,32.9205,Village,449,116
155,158,-0.00641,Quitman,0.934,32.3531,-92.7235,quitman-la,LA,4,-92.7235,32.3531,Village,450,166
149,148,0,Pioneer,1.086,32.7381,-91.4381,pioneer-la,LA,4,-91.4381,32.7381,Village,451,137
146,156,-0.02013,Atlanta,1.082,31.8064,-92.7383,atlanta-la,LA,4,-92.7383,31.8064,Village,452,135
141,148,-0.01399,Shongaloo,7.896,32.9403,-93.2932,shongaloo-la,LA,4,-93.2932,32.9403,Village,453,18
140,490,-0.38326,Bordelonville,4.348,31.1012,-91.9005,bordelonville-la,LA,5,-91.9005,31.1012,CDP,454,32
140,258,-0.1716,Glencoe,0.662,29.8112,-91.6704,glencoe-la,LA,5,-91.6704,29.8112,CDP,455,211
138,624,-0.46718,Pitkin,6.229,30.9364,-92.93,pitkin-la,LA,5,-92.93,30.9364,CDP,456,22
136,114,-0.13924,Jordan Hill,6.711,31.8591,-92.5156,jordan-hill-la,LA,5,-92.5156,31.8591,CDP,457,20
129,265,-0.20859,Calhoun,2.362,32.5153,-92.3539,calhoun-la,LA,5,-92.3539,32.5153,CDP,458,55
129,128,0,Stanley,2.171,31.9567,-93.9048,stanley-la,LA,4,-93.9048,31.9567,Village,459,59
128,130,-0.00775,Eros,0.996,32.3926,-92.4239,eros-la,LA,4,-92.4239,32.3926,Village,460,129
125,127,0,Moonshine,0.364,29.965,-90.813,moonshine-la,LA,5,-90.813,29.965,CDP,461,343
122,188,-0.11594,Morrow,1.066,30.8294,-92.082,morrow-la,LA,5,-92.082,30.8294,CDP,462,114
118,124,-0.01667,Spearsville,2.366,32.932,-92.6001,spearsville-la,LA,4,-92.6001,32.932,Village,463,50
117,117,0,Longstreet,2.051,32.098,-93.9499,longstreet-la,LA,4,-93.9499,32.098,Village,464,57
116,730,-0.56877,Reddell,3.806,30.6687,-92.4268,reddell-la,LA,5,-92.4268,30.6687,CDP,465,30
113,124,-0.02586,Oak Ridge,0.994,32.6244,-91.7731,oak-ridge-la,LA,4,-91.7731,32.6244,Village,466,114
113,116,-0.00877,Robeline,1.19,31.6898,-93.3039,robeline-la,LA,4,-93.3039,31.6898,Village,467,95
112,122,-0.02609,Gilliam,2.365,32.8282,-93.8418,gilliam-la,LA,4,-93.8418,32.8282,Village,468,47
111,119,-0.0177,Downsville,0.744,32.6264,-92.4129,downsville-la,LA,4,-92.4129,32.6264,Village,469,149
109,112,-0.00909,Sikes,1.563,32.079,-92.4863,sikes-la,LA,4,-92.4863,32.079,Village,470,70
108,280,-0.28477,Venice,1.003,29.2876,-89.3644,venice-la,LA,5,-89.3644,29.2876,CDP,471,108
107,110,-0.00926,Lillie,1.929,32.92,-92.6613,lillie-la,LA,4,-92.6613,32.92,Village,472,55
105,371,-0.38596,Monterey,2.834,31.4443,-91.7187,monterey-la,LA,5,-91.7187,31.4443,CDP,473,37
98,94,0.01031,Palmetto,0.887,30.7177,-91.9091,palmetto-la,LA,4,-91.9091,30.7177,Village,474,110
98,101,-0.0101,Powhatan,0.538,31.8738,-93.2032,powhatan-la,LA,4,-93.2032,31.8738,Village,475,182
91,41,0.16667,Gloster,1.26,32.1904,-93.8047,gloster-la,LA,5,-93.8047,32.1904,CDP,476,72
87,86,0,Bryceland,2.332,32.445,-92.9901,bryceland-la,LA,4,-92.9901,32.445,Village,477,37
87,93,-0.02247,Jamestown,1.751,32.3419,-93.2066,jamestown-la,LA,4,-93.2066,32.3419,Village,478,50
62,59,-0.31868,Dorseyville,0.152,30.1774,-91.1614,dorseyville-la,LA,5,-91.1614,30.1774,CDP,479,408
62,68,-0.03125,Mount Lebanon,4.03,32.5052,-93.0499,mount-lebanon-la,LA,4,-93.0499,32.5052,Village,480,15
51,15,-0.26087,Taft,4.982,29.9851,-90.4524,taft-la,LA,5,-90.4524,29.9851,CDP,481,10
11,13,-0.08333,Mound,0.522,32.3318,-91.0245,mound-la,LA,4,-91.0245,32.3318,Village,482,21
